seller_id,registration_date,business_category,identity_consistency_score,email_domain_age_days,device_id,ip_hash,is_fraud,fraud_type
S004020,2025-02-18,Fashion,0.75,1673,D000242,IP000237,True,triangulation
S004021,2025-01-18,Sports,0.684,1522,D002948,IP003580,False,none
S004022,2025-07-17,Home & Kitchen,0.881,2900,D007359,IP009242,False,none
S004023,2025-04-15,Toys,0.903,2840,D005458,IP008096,False,none
S004024,2025-06-15,Fashion,0.923,1608,D006165,IP007574,False,none
S004025,2025-02-21,Home & Kitchen,0.225,5,D000215,IP002485,True,synthetic_identity
S004026,2025-03-18,Electronics,1.0,1227,D002189,IP004029,False,none
S004027,2025-06-10,Jewelry,0.95,1515,D005994,IP000285,False,none
S004028,2025-09-09,Toys,1.0,2031,D003146,IP008589,False,none
S004029,2025-06-01,Fashion,1.0,956,D004704,IP001130,False,none
S004030,2025-07-17,Sports,0.674,137,D009571,IP006181,False,none
S004031,2025-07-10,Automotive Parts,0.358,2467,D006381,IP002820,True,collusion
S004032,2025-04-09,Jewelry,0.849,2847,D006302,IP005702,False,none
S004033,2025-04-13,Jewelry,0.9,249,D001964,IP008272,False,none
S004034,2025-06-05,Toys,0.842,956,D005954,IP003130,False,none
S004035,2025-01-12,Beauty,0.92,1301,D009600,IP000168,False,none
S004036,2025-09-08,Beauty,0.823,2281,D006396,IP006631,False,none
S004037,2025-08-13,Beauty,0.781,2320,D007851,IP005321,False,none
S004038,2025-04-22,Automotive Parts,0.796,1030,D009544,IP001396,False,none
S004039,2025-05-17,Fashion,0.83,937,D009012,IP000484,False,none
S004040,2025-04-30,Jewelry,0.934,1216,D003398,IP005248,False,none
S004041,2025-08-26,Automotive Parts,0.801,722,D002955,IP006133,False,none
S004042,2025-10-05,Jewelry,0.821,1310,D002809,IP001161,True,bust_out
S004043,2025-02-09,Books,0.907,788,D007702,IP005991,False,none
S004044,2025-05-31,Jewelry,0.83,181,D003767,IP004451,False,none
S004045,2025-01-06,Electronics,0.962,2141,D008225,IP001372,False,none
S004046,2025-06-15,Jewelry,0.758,2361,D008009,IP006162,False,none
S004047,2025-04-01,Sports,0.736,861,D006659,IP006456,False,none
S004048,2025-05-03,Automotive Parts,0.88,1203,D001209,IP001555,False,none
S004049,2025-06-16,Electronics,0.89,1208,D007118,IP006735,False,none
S004050,2025-04-29,Automotive Parts,0.764,67,D002068,IP002221,False,none
S004051,2025-05-24,Sports,0.984,1637,D005526,IP005972,False,none
S004052,2025-10-07,Fashion,1.0,1375,D002282,IP008132,False,none
S004053,2025-10-23,Sports,0.787,2822,D000620,IP009371,False,none
S004054,2025-01-03,Electronics,0.999,1115,D006363,IP002557,False,none
S004055,2025-05-18,Electronics,0.612,2383,D004513,IP003387,False,none
S004056,2025-11-06,Sports,0.958,1172,D006415,IP000955,False,none
S004057,2025-07-13,Jewelry,0.764,556,D004905,IP009691,False,none
S004058,2025-03-16,Fashion,0.948,1046,D003718,IP003306,False,none
S004059,2025-08-05,Home & Kitchen,0.754,2649,D000155,IP008021,False,none
S004060,2025-02-22,Beauty,0.843,769,D002761,IP009351,False,none
S004061,2025-01-08,Sports,0.769,2534,D008805,IP004756,False,none
S004062,2025-08-19,Electronics,0.829,1996,D007546,IP006937,False,none
S004063,2025-07-08,Books,1.0,2235,D004638,IP004722,True,bust_out
S004064,2025-10-04,Toys,0.839,2257,D000317,IP005754,False,none
S004065,2025-05-06,Automotive Parts,1.0,1551,D009849,IP002495,False,none
S004066,2025-11-08,Beauty,0.811,1805,D007387,IP008404,False,none
S004067,2025-06-03,Toys,0.999,210,D000221,IP001230,False,none
S004068,2025-09-27,Electronics,0.687,2097,D002102,IP006601,False,none
S004069,2025-02-06,Automotive Parts,0.821,2134,D001700,IP009199,False,none
S004070,2025-02-05,Jewelry,0.796,311,D009027,IP008111,False,none
S004071,2025-10-13,Beauty,1.0,1555,D009543,IP007587,False,none
S004072,2025-11-01,Toys,0.869,1527,D004136,IP006571,False,none
S004073,2025-12-10,Jewelry,0.641,930,D001778,IP009457,False,none
S004074,2025-04-29,Home & Kitchen,0.719,199,D006422,IP008642,False,none
S004075,2025-01-09,Home & Kitchen,0.749,30,D002725,IP002749,False,none
S004076,2025-12-24,Home & Kitchen,0.943,626,D001209,IP006240,False,none
S004077,2025-08-08,Grocery,0.931,693,D002589,IP004286,False,none
S004078,2025-04-01,Home & Kitchen,0.82,636,D002538,IP002648,True,triangulation
S004079,2025-10-06,Electronics,0.795,1817,D000536,IP008181,True,stolen_goods
S004080,2025-11-26,Fashion,0.922,1264,D007006,IP000411,False,none
S004081,2025-04-14,Automotive Parts,0.737,337,D003521,IP001282,False,none
S004082,2025-10-08,Jewelry,0.896,252,D005503,IP001053,False,none
S004083,2025-10-15,Automotive Parts,0.887,1966,D005505,IP002020,False,none
S004084,2025-07-03,Home & Kitchen,0.823,2803,D007704,IP005124,False,none
S004085,2025-08-19,Toys,0.89,2459,D007623,IP009423,False,none
S004086,2025-04-09,Toys,0.86,2273,D005634,IP009717,False,none
S004087,2025-12-06,Sports,0.9,955,D008380,IP009002,True,triangulation
S004088,2025-12-25,Electronics,0.717,2112,D005693,IP007594,False,none
S004089,2025-12-25,Sports,0.911,246,D000261,IP004598,False,none
S004090,2025-09-27,Electronics,0.953,514,D008582,IP007754,False,none
S004091,2025-01-16,Home & Kitchen,0.882,419,D007695,IP002681,False,none
S004092,2025-05-14,Home & Kitchen,0.91,551,D004246,IP006637,False,none
S004093,2025-06-12,Books,0.839,1074,D003864,IP000082,False,none
S004094,2025-12-17,Jewelry,0.017,9,D008950,IP009034,True,synthetic_identity
S004095,2025-07-19,Books,0.857,2440,D004257,IP009715,False,none
S004096,2025-07-15,Toys,0.735,2145,D003722,IP007354,False,none
S004097,2025-02-23,Sports,0.932,1903,D007324,IP001747,False,none
S004098,2025-10-17,Sports,0.687,527,D003285,IP002583,False,none
S004099,2025-05-03,Fashion,0.878,2603,D004039,IP007397,False,none
S004100,2025-02-03,Automotive Parts,0.812,20,D007794,IP004994,False,none
S004101,2025-12-27,Automotive Parts,0.805,2983,D002232,IP005476,False,none
S004102,2025-03-11,Home & Kitchen,0.867,2180,D000115,IP004043,False,none
S004103,2025-01-06,Fashion,0.779,608,D003365,IP008357,False,none
S004104,2025-01-29,Fashion,0.901,591,D001721,IP001653,False,none
S004105,2025-06-15,Books,0.856,2084,D003617,IP004417,False,none
S004106,2025-02-07,Electronics,0.788,2424,D000717,IP002223,False,none
S004107,2025-11-04,Fashion,0.984,1400,D005893,IP006918,False,none
S004108,2025-07-07,Books,0.87,181,D005121,IP002851,False,none
S004109,2025-04-29,Fashion,0.913,1480,D002722,IP002994,False,none
S004110,2025-01-02,Electronics,0.992,1438,D006280,IP001736,False,none
S004111,2025-06-25,Electronics,0.99,977,D001445,IP008635,False,none
S004112,2025-02-25,Grocery,0.908,2709,D000103,IP002173,False,none
S004113,2025-12-23,Beauty,0.82,1028,D004768,IP008686,False,none
S004114,2025-04-17,Home & Kitchen,0.707,731,D001614,IP009163,True,account_takeover
S004115,2025-06-23,Books,0.871,2029,D008559,IP009640,False,none
S004116,2025-01-07,Fashion,0.959,1855,D003025,IP003432,False,none
S004117,2025-02-17,Sports,0.885,1862,D004287,IP006548,False,none
S004118,2025-03-17,Toys,0.506,1512,D002942,IP008275,False,none
S004119,2025-01-19,Books,0.937,956,D004336,IP000783,False,none
S004120,2025-09-22,Books,0.943,773,D000971,IP000643,False,none
S004121,2025-12-12,Books,0.82,356,D009338,IP002069,False,none
S004122,2025-12-26,Home & Kitchen,0.949,557,D001728,IP009818,False,none
S004123,2025-04-08,Fashion,0.913,1735,D003955,IP000898,False,none
S004124,2025-10-15,Sports,0.781,1218,D008470,IP007647,False,none
S004125,2025-07-03,Electronics,0.977,2218,D004264,IP008388,False,none
S004126,2025-01-17,Toys,0.723,2413,D007005,IP009067,False,none
S004127,2025-02-03,Books,0.844,1676,D000683,IP005287,False,none
S004128,2025-07-19,Jewelry,0.834,314,D002960,IP005259,False,none
S004129,2025-06-04,Books,0.767,11,D007598,IP007423,False,none
S004130,2025-01-04,Automotive Parts,0.88,686,D002634,IP006345,False,none
S004131,2025-12-06,Sports,0.981,847,D004139,IP007866,False,none
S004132,2025-09-24,Toys,0.975,221,D000801,IP003608,False,none
S004133,2025-07-03,Home & Kitchen,0.922,2335,D005045,IP009335,False,none
S004134,2025-12-27,Books,0.68,1101,D003489,IP004320,False,none
S004135,2025-12-21,Jewelry,0.716,2227,D008603,IP002481,False,none
S004136,2025-12-22,Beauty,0.867,627,D003980,IP007507,False,none
S004137,2025-04-05,Electronics,0.847,32,D008271,IP006208,False,none
S004138,2025-11-18,Electronics,0.8,411,D009041,IP000499,False,none
S004139,2025-07-04,Books,1.0,1411,D008390,IP001663,False,none
S004140,2025-09-23,Books,0.861,1439,D007431,IP000365,False,none
S004141,2025-11-10,Fashion,0.904,1312,D005839,IP005759,False,none
S004142,2025-03-01,Electronics,0.949,2878,D004791,IP008749,False,none
S004143,2025-06-13,Books,0.855,1957,D000812,IP003225,False,none
S004144,2025-02-17,Beauty,1.0,2196,D001348,IP001100,False,none
S004145,2025-04-13,Toys,0.756,375,D003802,IP008512,False,none
S004146,2025-05-31,Home & Kitchen,0.789,1397,D006561,IP007210,False,none
S004147,2025-11-09,Grocery,0.756,1864,D000049,IP005451,False,none
S004148,2025-11-11,Grocery,1.0,1754,D009360,IP001995,False,none
S004149,2025-05-23,Electronics,0.93,2840,D009927,IP006721,False,none
S004150,2025-05-01,Electronics,0.796,1427,D000780,IP003662,False,none
S004151,2025-07-13,Sports,0.713,1115,D000963,IP002450,True,collusion
S004152,2025-11-29,Books,0.988,2833,D008486,IP002935,False,none
S004153,2025-12-23,Fashion,0.886,1012,D001998,IP000614,False,none
S004154,2025-03-24,Fashion,0.991,1711,D001801,IP004903,False,none
S004155,2025-03-10,Books,0.844,85,D001872,IP007530,False,none
S004156,2025-09-15,Toys,0.901,497,D007012,IP008266,False,none
S004157,2025-04-21,Fashion,0.88,173,D001326,IP007240,True,stolen_goods
S004158,2025-03-14,Books,0.788,1254,D001838,IP008755,False,none
S004159,2025-01-12,Electronics,0.836,2794,D003976,IP009635,False,none
S004160,2025-05-28,Home & Kitchen,0.732,214,D006000,IP002220,False,none
S004161,2025-05-24,Grocery,0.899,2926,D009901,IP004334,False,none
S004162,2025-07-25,Home & Kitchen,0.926,2607,D002376,IP003376,False,none
S004163,2025-03-15,Electronics,0.949,17,D002548,IP006847,False,none
S004164,2025-09-18,Automotive Parts,0.917,47,D005416,IP008369,False,none
S004165,2025-09-06,Home & Kitchen,0.837,2702,D004177,IP008899,False,none
S004166,2025-06-18,Sports,1.0,1756,D006001,IP000896,False,none
S004167,2025-03-08,Jewelry,0.939,522,D002464,IP005148,False,none
S004168,2025-07-05,Automotive Parts,0.989,2861,D006185,IP001168,False,none
S004169,2025-09-04,Jewelry,0.995,1684,D009254,IP003298,False,none
S004170,2025-05-17,Beauty,0.837,1906,D006827,IP004795,False,none
S004171,2025-04-07,Jewelry,0.889,2034,D007350,IP006199,False,none
S004172,2025-07-04,Electronics,0.927,605,D000690,IP007901,False,none
S004173,2025-05-10,Beauty,0.735,1077,D009022,IP009945,False,none
S004174,2025-05-27,Fashion,0.737,386,D007033,IP003359,False,none
S004175,2025-05-08,Sports,0.72,1587,D006271,IP005594,False,none
S004176,2025-04-21,Jewelry,0.839,2961,D001545,IP000694,False,none
S004177,2025-09-19,Grocery,0.817,1882,D005537,IP001115,False,none
S004178,2025-06-17,Automotive Parts,0.706,2076,D006770,IP009678,False,none
S004179,2025-06-20,Fashion,0.865,582,D006235,IP009383,False,none
S004180,2025-08-27,Grocery,0.84,1626,D001240,IP009389,False,none
S004181,2025-05-12,Grocery,0.968,2982,D000410,IP002615,False,none
S004182,2025-02-06,Toys,1.0,265,D004794,IP006519,False,none
S004183,2025-11-08,Electronics,0.896,612,D007172,IP002290,False,none
S004184,2025-01-21,Fashion,0.78,2159,D003867,IP006818,False,none
S004185,2025-07-28,Automotive Parts,0.915,32,D006875,IP004846,False,none
S004186,2025-04-08,Home & Kitchen,0.851,620,D009673,IP009336,True,bust_out
S004187,2025-03-20,Books,0.826,2832,D008894,IP003736,False,none
S004188,2025-01-16,Automotive Parts,0.764,58,D006308,IP006438,False,none
S004189,2025-11-25,Toys,0.804,1287,D007282,IP006592,False,none
S004190,2025-06-06,Home & Kitchen,0.832,990,D000882,IP007884,False,none
S004191,2025-05-06,Toys,0.93,1196,D000852,IP000520,False,none
S004192,2025-09-28,Home & Kitchen,0.901,774,D007008,IP004635,False,none
S004193,2025-01-15,Fashion,1.0,827,D008010,IP004522,False,none
S004194,2025-07-26,Jewelry,0.917,2282,D001941,IP002280,False,none
S004195,2025-06-30,Beauty,0.892,78,D005924,IP008047,False,none
S004196,2025-07-22,Books,0.819,389,D002861,IP008325,False,none
S004197,2025-02-15,Grocery,0.746,794,D001085,IP000815,False,none
S004198,2025-12-14,Sports,0.793,2479,D003784,IP006843,False,none
S004199,2025-03-29,Sports,0.78,1180,D004477,IP008615,False,none
S004200,2025-09-05,Fashion,0.594,105,D007762,IP002895,False,none
S004201,2025-09-30,Sports,0.749,1561,D008645,IP006321,False,none
S004202,2025-05-06,Grocery,1.0,1882,D009440,IP006232,True,triangulation
S004203,2025-02-17,Fashion,0.887,1373,D001044,IP000185,False,none
S004204,2025-04-19,Home & Kitchen,0.812,266,D009243,IP008164,False,none
S004205,2025-10-22,Books,0.89,2637,D005177,IP007501,False,none
S004206,2025-11-27,Automotive Parts,0.655,2574,D001706,IP002703,False,none
S004207,2025-12-08,Beauty,0.878,2734,D006473,IP003140,False,none
S004208,2025-03-24,Jewelry,0.978,2891,D000604,IP007681,False,none
S004209,2025-08-10,Fashion,0.838,952,D004616,IP008016,False,none
S004210,2025-02-25,Sports,0.673,1265,D008285,IP000723,False,none
S004211,2025-09-17,Automotive Parts,0.809,2878,D009712,IP003589,False,none
S004212,2025-06-01,Toys,0.978,1349,D002882,IP006249,False,none
S004213,2025-09-18,Sports,0.876,2594,D001745,IP001271,False,none
S004214,2025-09-08,Fashion,0.708,1943,D005828,IP009989,False,none
S004215,2025-12-29,Sports,1.0,2782,D001573,IP002090,False,none
S004216,2025-06-28,Sports,0.725,32,D009786,IP008663,False,none
S004217,2025-05-05,Automotive Parts,0.826,2119,D003277,IP000644,False,none
S004218,2025-07-12,Home & Kitchen,0.746,2402,D001864,IP008756,False,none
S004219,2025-03-01,Beauty,0.746,595,D002381,IP000400,False,none
S004220,2025-02-10,Books,0.805,2206,D003748,IP006803,False,none
S004221,2025-07-09,Automotive Parts,0.914,586,D007416,IP003603,False,none
S004222,2025-10-29,Home & Kitchen,0.979,2714,D008675,IP004611,False,none
S004223,2025-07-14,Books,0.811,2726,D007363,IP001086,False,none
S004224,2025-10-13,Jewelry,0.749,12,D006499,IP006772,False,none
S004225,2025-03-06,Books,0.898,1521,D002701,IP006224,False,none
S004226,2025-06-14,Toys,0.901,1148,D009375,IP003211,False,none
S004227,2025-08-12,Home & Kitchen,0.874,2671,D009997,IP004721,False,none
S004228,2025-05-07,Home & Kitchen,0.878,961,D006317,IP005527,False,none
S004229,2025-01-06,Electronics,0.839,2161,D007830,IP006879,False,none
S004230,2025-01-27,Fashion,0.86,351,D003035,IP005396,False,none
S004231,2025-12-05,Toys,0.832,638,D004472,IP000590,False,none
S004232,2025-08-09,Fashion,0.957,2955,D008051,IP005437,False,none
S004233,2025-04-07,Electronics,1.0,1154,D004241,IP003486,False,none
S004234,2025-04-05,Books,0.868,2297,D007592,IP004119,False,none
S004235,2025-01-15,Electronics,0.849,2903,D008598,IP003707,True,triangulation
S004236,2025-12-11,Fashion,0.876,2895,D009336,IP003528,False,none
S004237,2025-02-09,Sports,0.784,59,D002916,IP002362,False,none
S004238,2025-10-05,Automotive Parts,0.926,698,D004761,IP003303,False,none
S004239,2025-03-29,Grocery,0.894,2144,D003858,IP007123,False,none
S004240,2025-05-03,Electronics,0.808,2780,D005028,IP002247,False,none
S004241,2025-04-10,Fashion,0.94,2936,D007427,IP007589,False,none
S004242,2025-10-28,Grocery,0.852,2161,D003238,IP004385,False,none
S004243,2025-01-12,Grocery,0.753,313,D002329,IP006105,False,none
S004244,2025-05-09,Beauty,0.885,2227,D002687,IP001177,False,none
S004245,2025-04-12,Automotive Parts,0.874,816,D007660,IP002073,False,none
S004246,2025-04-10,Jewelry,0.946,2426,D009965,IP009015,False,none
S004247,2025-03-12,Grocery,0.933,1641,D001031,IP008310,False,none
S004248,2025-11-30,Grocery,0.839,552,D009772,IP000696,False,none
S004249,2025-05-19,Grocery,0.803,2531,D000321,IP009034,False,none
S004250,2025-06-02,Fashion,0.85,2966,D005296,IP008374,False,none
S004251,2025-05-21,Grocery,0.886,1520,D001337,IP001370,False,none
S004252,2025-12-24,Automotive Parts,0.898,2437,D009550,IP002412,False,none
S004253,2025-05-04,Home & Kitchen,0.88,179,D007619,IP001776,False,none
S004254,2025-05-05,Electronics,0.841,814,D003561,IP008532,False,none
S004255,2025-04-30,Beauty,0.95,382,D006864,IP008537,False,none
S004256,2025-04-30,Home & Kitchen,0.783,852,D008499,IP007202,False,none
S004257,2025-02-02,Automotive Parts,1.0,1128,D002174,IP002501,False,none
S004258,2025-08-09,Toys,0.926,1294,D006348,IP009209,False,none
S004259,2025-01-10,Books,0.737,968,D002996,IP008474,False,none
S004260,2025-03-24,Automotive Parts,0.869,1634,D007170,IP008702,False,none
S004261,2025-03-15,Grocery,0.927,659,D005675,IP003599,False,none
S004262,2025-04-17,Grocery,0.815,1044,D007182,IP007010,False,none
S004263,2025-10-04,Automotive Parts,0.7,2520,D006367,IP006753,False,none
S004264,2025-08-07,Books,0.746,1687,D006358,IP001516,False,none
S004265,2025-12-28,Home & Kitchen,0.904,81,D000846,IP005827,False,none
S004266,2025-05-09,Grocery,0.675,985,D008523,IP005490,False,none
S004267,2025-12-05,Beauty,0.705,2488,D001715,IP005846,False,none
S004268,2025-01-17,Beauty,0.904,541,D003920,IP003398,False,none
S004269,2025-07-04,Books,0.828,2765,D005110,IP006692,False,none
S004270,2025-10-19,Beauty,0.78,888,D008491,IP008857,False,none
S004271,2025-07-14,Electronics,0.801,1890,D006292,IP006046,False,none
S004272,2025-12-07,Automotive Parts,0.703,1425,D001834,IP008722,False,none
S004273,2025-04-25,Sports,0.898,1876,D002863,IP007716,True,triangulation
S004274,2025-01-13,Books,0.769,2392,D001999,IP003140,False,none
S004275,2025-10-10,Jewelry,0.796,447,D005909,IP007359,False,none
S004276,2025-01-25,Books,0.885,1057,D007173,IP006716,False,none
S004277,2025-10-07,Books,0.824,1705,D007090,IP009437,False,none
S004278,2025-09-25,Grocery,0.78,782,D007501,IP003382,False,none
S004279,2025-11-05,Home & Kitchen,0.651,1126,D007018,IP001637,False,none
S004280,2025-06-24,Jewelry,0.887,2657,D009023,IP006781,False,none
S004281,2025-11-23,Grocery,0.858,687,D009065,IP006322,False,none
S004282,2025-03-03,Fashion,0.798,569,D002746,IP006138,False,none
S004283,2025-06-08,Fashion,0.746,1750,D003044,IP007398,False,none
S004284,2025-02-14,Jewelry,0.851,300,D000560,IP005109,False,none
S004285,2025-10-07,Jewelry,0.898,4,D002673,IP000301,False,none
S004286,2025-09-18,Automotive Parts,0.86,2609,D005074,IP008784,False,none
S004287,2025-10-22,Fashion,1.0,829,D006587,IP002773,False,none
S004288,2025-10-06,Jewelry,0.92,362,D008753,IP002460,False,none
S004289,2025-04-23,Jewelry,0.839,1968,D005939,IP008140,False,none
S004290,2025-01-25,Grocery,0.924,1443,D009714,IP007974,False,none
S004291,2025-12-06,Toys,0.855,1365,D005531,IP005054,False,none
S004292,2025-06-29,Sports,0.855,1315,D008578,IP006895,False,none
S004293,2025-02-04,Toys,0.98,437,D008081,IP000807,False,none
S004294,2025-12-05,Electronics,0.76,2575,D004899,IP002812,False,none
S004295,2025-12-29,Sports,0.852,4,D008724,IP002428,False,none
S004296,2025-06-12,Home & Kitchen,0.969,1450,D008633,IP004216,False,none
S004297,2025-10-09,Home & Kitchen,0.881,812,D003124,IP003571,False,none
S004298,2025-01-14,Electronics,0.813,1925,D002139,IP000690,False,none
S004299,2025-02-04,Toys,0.679,1647,D001214,IP006885,False,none
S004300,2025-04-11,Electronics,0.623,1155,D009211,IP005975,False,none
S004301,2025-08-28,Jewelry,1.0,1604,D004422,IP003793,False,none
S004302,2025-02-18,Jewelry,0.881,681,D005668,IP008878,False,none
S004303,2025-01-13,Jewelry,0.792,394,D002733,IP003607,False,none
S004304,2025-09-02,Beauty,0.885,2716,D003893,IP001178,False,none
S004305,2025-10-09,Fashion,0.755,1841,D004025,IP008480,False,none
